"airport_name","city","country","IATA","ICAO","region"
"Monchengladbach","Moenchengladbach","Germany","MGL","EDLN","Europe/Berlin"
"Paderborn Lippstadt","Paderborn","Germany","PAD","EDLP","Europe/Berlin"
"Stadtlohn Vreden","Stadtlohn","Germany",NA,"EDLS","Europe/Berlin"
"Dortmund","Dortmund","Germany","DTM","EDLW","Europe/Berlin"
"Augsburg","Augsburg","Germany","AGB","EDMA","Europe/Berlin"
"Biberach An Der Riss","Biberach","Germany",NA,"EDMB","Europe/Berlin"
"Eggenfelden","Eggenfelden","Germany",NA,"EDME","Europe/Berlin"
"Mindelheim Mattsies","Mindelheim","Germany",NA,"EDMN","Europe/Berlin"
"Oberpfaffenhofen","Oberpfaffenhofen","Germany","OBF","EDMO","Europe/Berlin"
"Straubing","Straubing","Germany",NA,"EDMS","Europe/Berlin"
"Vilshofen","Vilshofen","Germany",NA,"EDMV","Europe/Berlin"
"Leutkirch Unterzeil","Leutkirch","Germany",NA,"EDNL","Europe/Berlin"
"Friedrichshafen","Friedrichshafen","Germany","FDH","EDNY","Europe/Berlin"
"Schwerin Parchim","Parchim","Germany","SZW","EDOP","Europe/Berlin"
"Stendal Borstel","Stendal","Germany","ZSN","EDOV","Europe/Berlin"
"Aalen Heidenheim Elchingen","Aalen-heidenheim","Germany",NA,"EDPA","Europe/Berlin"
"Bayreuth","Bayreuth","Germany","BYU","EDQD","Europe/Berlin"
"Burg Feuerstein","Burg Feuerstein","Germany",NA,"EDQE","Europe/Berlin"
"Hof Plauen","Hof","Germany","HOQ","EDQM","Europe/Berlin"
"Hassfurt Schweinfurt","Hassfurt","Germany",NA,"EDQT","Europe/Berlin"
"Koblenz Winningen","Koblenz","Germany","ZNV","EDRK","Europe/Berlin"
"Trier Fohren","Trier","Germany","ZQF","EDRT","Europe/Berlin"
"Speyer","Speyer","Germany","ZQC","EDRY","Europe/Berlin"
"Zweibrucken","Zweibruecken","Germany",NA,"EDRZ","Europe/Berlin"
"Donaueschingen Villingen","Donaueschingen","Germany","ZQL","EDTD","Europe/Berlin"
"Freiburg","Freiburg","Germany",NA,"EDTF","Europe/Berlin"
"Mengen Hohentengen","Mengen","Germany",NA,"EDTM","Europe/Berlin"
"Schwabisch Hall","Schwaebisch Hall","Germany",NA,"EDTY","Europe/Berlin"
"Finsterwalde Schacksdorf","Soest","Germany",NA,"EDUS","Europe/Berlin"
"Braunschweig Wolfsburg","Braunschweig","Germany","BWE","EDVE","Europe/Berlin"
"Kassel Calden","Kassel","Germany","KSF","EDVK","Europe/Berlin"
"Hildesheim","Hildesheim","Germany",NA,"EDVM","Europe/Berlin"
"Bremerhaven","Bremerhaven","Germany","BRV","EDWB","Europe/Berlin"
"Emden","Emden","Germany","EME","EDWE","Europe/Berlin"
"Leer Papenburg","Leer","Germany",NA,"EDWF","Europe/Berlin"
"Wilhelmshaven Mariensiel","Wilhelmshaven","Germany","WVN","EDWI","Europe/Berlin"
"Borkum","Borkum","Germany","BMK","EDWR","Europe/Berlin"
"Norderney","Norderney","Germany","NRD","EDWY","Europe/Berlin"
"Flensburg Schaferhaus","Flensburg","Germany","FLF","EDXF","Europe/Berlin"
"Rendsburg Schachtholm","Rendsburg","Germany",NA,"EDXR","Europe/Berlin"
"Westerland Sylt","Westerland","Germany","GWT","EDXW","Europe/Berlin"
"Amari","Armari Air Force Base","Estonia",NA,"EEEI","Europe/Tallinn"
"Kardla","Kardla","Estonia","KDL","EEKA","Europe/Tallinn"
"Kuressaare","Kuressaare","Estonia","URE","EEKE","Europe/Tallinn"
"Parnu","Parnu","Estonia","EPU","EEPU","Europe/Tallinn"
"Tallinn","Tallinn-ulemiste International","Estonia","TLL","EETN","Europe/Tallinn"
"Tartu","Tartu","Estonia","TAY","EETU","Europe/Tallinn"
"Enontekio","Enontekio","Finland","ENF","EFET","Europe/Helsinki"
"Eura","Eura","Finland",NA,"EFEU","Europe/Helsinki"
"Halli","Halli","Finland","KEV","EFHA","Europe/Helsinki"
"Helsinki Malmi","Helsinki","Finland","HEM","EFHF","Europe/Helsinki"
"Helsinki Vantaa","Helsinki","Finland","HEL","EFHK","Europe/Helsinki"
"Hameenkyro","Hameenkyro","Finland",NA,"EFHM","Europe/Helsinki"
"Hanko","Hanko","Finland",NA,"EFHN","Europe/Helsinki"
"Hyvinkaa","Hyvinkaa","Finland","HYV","EFHV","Europe/Helsinki"
"Kiikala","Kikala","Finland",NA,"EFIK","Europe/Helsinki"
"Immola","Immola","Finland",NA,"EFIM","Europe/Helsinki"
"Kitee","Kitee","Finland",NA,"EFIT","Europe/Helsinki"
"Ivalo","Ivalo","Finland","IVL","EFIV","Europe/Helsinki"
"Joensuu","Joensuu","Finland","JOE","EFJO","Europe/Helsinki"
"Jyvaskyla","Jyvaskyla","Finland","JYV","EFJY","Europe/Helsinki"
"Kauhava","Kauhava","Finland","KAU","EFKA","Europe/Helsinki"
"Kemi Tornio","Kemi","Finland","KEM","EFKE","Europe/Helsinki"
"Kajaani","Kajaani","Finland","KAJ","EFKI","Europe/Helsinki"
"Kauhajoki","Kauhajoki","Finland",NA,"EFKJ","Europe/Helsinki"
"Kruunupyy","Kruunupyy","Finland","KOK","EFKK","Europe/Helsinki"
"Kemijarvi","Kemijarvi","Finland",NA,"EFKM","Europe/Helsinki"
"Kuusamo","Kuusamo","Finland","KAO","EFKS","Europe/Helsinki"
"Kittila","Kittila","Finland","KTT","EFKT","Europe/Helsinki"
"Kuopio","Kuopio","Finland","KUO","EFKU","Europe/Helsinki"
"Lahti Vesivehmaa","Vesivehmaa","Finland",NA,"EFLA","Europe/Helsinki"
"Lappeenranta","Lappeenranta","Finland","LPP","EFLP","Europe/Helsinki"
"Mariehamn","Mariehamn","Finland","MHQ","EFMA","Europe/Mariehamn"
"Menkijarvi","Menkijarvi","Finland",NA,"EFME","Europe/Helsinki"
"Mikkeli","Mikkeli","Finland","MIK","EFMI","Europe/Helsinki"
"Nummela","Nummela","Finland",NA,"EFNU","Europe/Helsinki"
"Oulu","Oulu","Finland","OUL","EFOU","Europe/Helsinki"
"Piikajarvi","Piikajarvi","Finland",NA,"EFPI","Europe/Helsinki"
"Pori","Pori","Finland","POR","EFPO","Europe/Helsinki"
"Pudasjarvi","Pudasjarvi","Finland",NA,"EFPU","Europe/Helsinki"
"Pyhasalmi","Pyhasalmi","Finland",NA,"EFPY","Europe/Helsinki"
"Raahe Pattijoki","Pattijoki","Finland",NA,"EFRH","Europe/Helsinki"
"Rantasalmi","Rantasalmi","Finland",NA,"EFRN","Europe/Helsinki"
"Rovaniemi","Rovaniemi","Finland","RVN","EFRO","Europe/Helsinki"
"Rayskala","Rayskala","Finland",NA,"EFRY","Europe/Helsinki"
"Savonlinna","Savonlinna","Finland","SVL","EFSA","Europe/Helsinki"
"Selanpaa","Selanpaa","Finland",NA,"EFSE","Europe/Helsinki"
"Sodankyla","Sodankyla","Finland","SOT","EFSO","Europe/Helsinki"
"Tampere Pirkkala","Tampere","Finland","TMP","EFTP","Europe/Helsinki"
"Teisko","Teisko","Finland",NA,"EFTS","Europe/Helsinki"
"Turku","Turku","Finland","TKU","EFTU","Europe/Helsinki"
"Utti","Utti","Finland","QVY","EFUT","Europe/Helsinki"
"Vaasa","Vaasa","Finland","VAA","EFVA","Europe/Helsinki"
"Varkaus","Varkaus","Finland","VRK","EFVR","Europe/Helsinki"
"Ylivieska","Ylivieska-raudaskyla","Finland",NA,"EFYL","Europe/Helsinki"
"Belfast Intl","Belfast","United Kingdom","BFS","EGAA","Europe/London"
"St Angelo","Enniskillen","United Kingdom","ENK","EGAB","Europe/London"
"Belfast City","Belfast","United Kingdom","BHD","EGAC","Europe/London"
"City of Derry","Londonderry","United Kingdom","LDY","EGAE","Europe/London"
"Birmingham","Birmingham","United Kingdom","BHX","EGBB","Europe/London"
"Coventry","Coventry","United Kingdom","CVT","EGBE","Europe/London"
"Leicester","Leicester","United Kingdom",NA,"EGBG","Europe/London"
"Gloucestershire","Golouchestershire","United Kingdom","GLO","EGBJ","Europe/London"
"Wolverhampton","Halfpenny Green","United Kingdom",NA,"EGBO","Europe/London"
"Kemble","Pailton","United Kingdom",NA,"EGBP","Europe/London"
"Turweston","Turweston","United Kingdom",NA,"EGBT","Europe/London"
"Wellesbourne Mountford","Wellesbourne","United Kingdom",NA,"EGBW","Europe/London"
"Manchester","Manchester","United Kingdom","MAN","EGCC","Europe/London"
"Manchester Woodford","Woodfort","United Kingdom",NA,"EGCD","Europe/London"
"Chivenor","Chivenor","United Kingdom",NA,"EGDC","Europe/London"
"St Mawgan","Newquai","United Kingdom","NQY","EGDG","Europe/London"
"Lyneham","Lyneham","United Kingdom","LYE","EGDL","Europe/London"
"Boscombe Down","Boscombe Down","United Kingdom",NA,"EGDM","Europe/London"
"Culdrose","Culdrose","United Kingdom",NA,"EGDR","Europe/London"
"St Athan","St. Athan","United Kingdom",NA,"EGDX","Europe/London"
"Yeovilton","Yeovilton","United Kingdom","YEO","EGDY","Europe/London"
"Haverfordwest","Haverfordwest","United Kingdom",NA,"EGFE","Europe/London"
"Cardiff","Cardiff","United Kingdom","CWL","EGFF","Europe/London"
"Swansea","Swansea","United Kingdom","SWS","EGFH","Europe/London"
"Bristol","Bristol","United Kingdom","BRS","EGGD","Europe/London"
"Liverpool","Liverpool","United Kingdom","LPL","EGGP","Europe/London"
"Luton","London","United Kingdom","LTN","EGGW","Europe/London"
"Plymouth","Plymouth","United Kingdom","PLH","EGHD","Europe/London"
"Bournemouth","Bournemouth","United Kingdom","BOH","EGHH","Europe/London"
"Southampton","Southampton","United Kingdom","SOU","EGHI","Europe/London"
"Lasham","Lasham","United Kingdom","QLA","EGHL","Europe/London"
"Alderney","Alderney","Guernsey","ACI","EGJA","Europe/Guernsey"
"Guernsey","Guernsey","Guernsey","GCI","EGJB","Europe/Guernsey"
"Jersey","Jersey","Jersey","JER","EGJJ","Europe/Jersey"
"Shoreham","Shoreham By Sea","United Kingdom","ESH","EGKA","Europe/London"
"Biggin Hill","Biggin Hill","United Kingdom","BQH","EGKB","Europe/London"
"Gatwick","London","United Kingdom","LGW","EGKK","Europe/London"
"City","London","United Kingdom","LCY","EGLC","Europe/London"
"Farnborough","Farnborough","United Kingdom","FAB","EGLF","Europe/London"
"Chalgrove","Chalsgrove","United Kingdom",NA,"EGLJ","Europe/London"
"Blackbushe","Blackbushe","United Kingdom","BBS","EGLK","Europe/London"
"Heathrow","London","United Kingdom","LHR","EGLL","Europe/London"
"Southend","Southend","United Kingdom","SEN","EGMC","Europe/London"
"Lydd","Lydd","United Kingdom","LYX","EGMD","Europe/London"
"Manston","Manston","United Kingdom","MSE","EGMH","Europe/London"
"Brough","Brough","United Kingdom",NA,"EGNB","Europe/London"
"Carlisle","Carlisle","United Kingdom","CAX","EGNC","Europe/London"
"Gamston","Repton","United Kingdom",NA,"EGNE","Europe/London"
"Blackpool","Blackpool","United Kingdom","BLK","EGNH","Europe/London"
"Humberside","Humberside","United Kingdom","HUY","EGNJ","Europe/London"
"Walney Island","Barrow Island","United Kingdom","BWF","EGNL","Europe/London"
"Leeds Bradford","Leeds","United Kingdom","LBA","EGNM","Europe/London"
"Warton","Warton","United Kingdom",NA,"EGNO","Europe/London"
"Hawarden","Hawarden","United Kingdom","CEG","EGNR","Europe/London"
"Isle Of Man","Isle Of Man","Isle of Man","IOM","EGNS","Europe/Isle_of_Man"
"Newcastle","Newcastle","United Kingdom","NCL","EGNT","Europe/London"
"Durham Tees Valley Airport","Teesside","United Kingdom","MME","EGNV","Europe/London"
"Nottingham East Midlands","East Midlands","United Kingdom","EMA","EGNX","Europe/London"
"Llanbedr","Llanbedr","United Kingdom",NA,"EGOD","Europe/London"
"Ternhill","Ternhill","United Kingdom",NA,"EGOE","Europe/London"
"Shawbury","Shawbury","United Kingdom",NA,"EGOS","Europe/London"
"Woodvale","Woodvale","United Kingdom",NA,"EGOW","Europe/London"
"Kirkwall","Kirkwall","United Kingdom","KOI","EGPA","Europe/London"
"Sumburgh","Sumburgh","United Kingdom","LSI","EGPB","Europe/London"
"Wick","Wick","United Kingdom","WIC","EGPC","Europe/London"
"Dyce","Aberdeen","United Kingdom","ABZ","EGPD","Europe/London"
"Inverness","Inverness","United Kingdom","INV","EGPE","Europe/London"
"Glasgow","Glasgow","United Kingdom","GLA","EGPF","Europe/London"
"Edinburgh","Edinburgh","United Kingdom","EDI","EGPH","Europe/London"
"Islay","Islay","United Kingdom","ILY","EGPI","Europe/London"
"Prestwick","Prestwick","United Kingdom","PIK","EGPK","Europe/London"
"Benbecula","Benbecula","United Kingdom","BEB","EGPL","Europe/London"
"Scatsta","Scatsta","United Kingdom","SDZ","EGPM","Europe/London"
"Dundee","Dundee","United Kingdom","DND","EGPN","Europe/London"
"Stornoway","Stornoway","United Kingdom","SYY","EGPO","Europe/London"
"Tiree","Tiree","United Kingdom","TRE","EGPU","Europe/London"
"Leuchars","Leuchars","United Kingdom","ADX","EGQL","Europe/London"
"Lossiemouth","Lossiemouth","United Kingdom","LMO","EGQS","Europe/London"
"Cambridge","Cambridge","United Kingdom","CBG","EGSC","Europe/London"
"Conington","Peterborough","United Kingdom",NA,"EGSF","Europe/London"
"Norwich","Norwich","United Kingdom","NWI","EGSH","Europe/London"
"Stansted","London","United Kingdom","STN","EGSS","Europe/London"
"North Weald","North Weald","United Kingdom",NA,"EGSX","Europe/London"
"Sheffield City","Fowlmere","United Kingdom",NA,"EGSY","Europe/London"
"Cranfield","Cranfield","United Kingdom",NA,"EGTC","Europe/London"
"Exeter","Exeter","United Kingdom","EXT","EGTE","Europe/London"
"Bristol Filton","Bristol","United Kingdom","FZO","EGTG","Europe/London"
"Kidlington","Oxford","United Kingdom","OXF","EGTK","Europe/London"
"Benson","Benson","United Kingdom",NA,"EGUB","Europe/London"
"Lakenheath","Lakenheath","United Kingdom",NA,"EGUL","Europe/London"
"Mildenhall","Mildenhall","United Kingdom","MHZ","EGUN","Europe/London"
"Wattisham","Wattisham","United Kingdom",NA,"EGUW","Europe/London"
"Wyton","Wyton","United Kingdom",NA,"EGUY","Europe/London"
"Fairford","Fairford","United Kingdom","FFD","EGVA","Europe/London"
"Brize Norton","Brize Norton","United Kingdom","BZZ","EGVN","Europe/London"
"Odiham","Odiham","United Kingdom","ODH","EGVO","Europe/London"
"Cosford","Cosford","United Kingdom",NA,"EGWC","Europe/London"
"Northolt","Northolt","United Kingdom","NHT","EGWU","Europe/London"
"Coningsby","Coningsby","United Kingdom","QCY","EGXC","Europe/London"
"Dishforth","Dishforth","United Kingdom",NA,"EGXD","Europe/London"
"Leeming","Leeming","United Kingdom",NA,"EGXE","Europe/London"
"Church Fenton","Church Fenton","United Kingdom",NA,"EGXG","Europe/London"
"Honington","Honington","United Kingdom","BEQ","EGXH","Europe/London"
"Cottesmore","Cottesmore","United Kingdom",NA,"EGXJ","Europe/London"
"Scampton","Scampton","United Kingdom",NA,"EGXP","Europe/London"
"Wittering","Wittering","United Kingdom",NA,"EGXT","Europe/London"
"Linton On Ouse","Linton-on-ouse","United Kingdom",NA,"EGXU","Europe/London"
"Waddington","Waddington","United Kingdom","WTN","EGXW","Europe/London"
"Topcliffe","Topcliffe","United Kingdom",NA,"EGXZ","Europe/London"
"Cranwell","Cranwell","United Kingdom",NA,"EGYD","Europe/London"
"Barkston Heath","Barkston Heath","United Kingdom",NA,"EGYE","Europe/London"
"Marham","Marham","United Kingdom","KNF","EGYM","Europe/London"
"Mount Pleasant","Mount Pleasant","Falkland Islands","MPN","EGYP","Atlantic/Stanley"
"Schiphol","Amsterdam","Netherlands","AMS","EHAM","Europe/Amsterdam"
"Budel","Weert","Netherlands",NA,"EHBD","Europe/Amsterdam"
"Maastricht","Maastricht","Netherlands","MST","EHBK","Europe/Amsterdam"
"Deelen","Deelen","Netherlands",NA,"EHDL","Europe/Amsterdam"
"Drachten","Drachten","Netherlands",NA,"EHDR","Europe/Amsterdam"
"Eindhoven","Eindhoven","Netherlands","EIN","EHEH","Europe/Amsterdam"
"Eelde","Groningen","Netherlands","GRQ","EHGG","Europe/Amsterdam"
"Gilze Rijen","Gilze-rijen","Netherlands",NA,"EHGR","Europe/Amsterdam"
"De Kooy","De Kooy","Netherlands","DHR","EHKD","Europe/Amsterdam"
"Lelystad","Lelystad","Netherlands",NA,"EHLE","Europe/Amsterdam"
"Leeuwarden","Leeuwarden","Netherlands","LWR","EHLW","Europe/Amsterdam"
"Rotterdam","Rotterdam","Netherlands","RTM","EHRD","Europe/Amsterdam"
"Soesterberg","Soesterberg","Netherlands","UTC","EHSB","Europe/Amsterdam"
"Twenthe","Enschede","Netherlands","ENS","EHTW","Europe/Amsterdam"
"Valkenburg","Valkenburg","Netherlands","LID","EHVB","Europe/Amsterdam"
"Woensdrecht","Woensdrecht","Netherlands","WOE","EHWO","Europe/Amsterdam"
"Cork","Cork","Ireland","ORK","EICK","Europe/Dublin"
"Galway","Galway","Ireland","GWY","EICM","Europe/Dublin"
"Dublin","Dublin","Ireland","DUB","EIDW","Europe/Dublin"
"Ireland West Knock","Connaught","Ireland","NOC","EIKN","Europe/Dublin"
"Kerry","Kerry","Ireland","KIR","EIKY","Europe/Dublin"
"Casement","Casement","Ireland",NA,"EIME","Europe/Dublin"
"Shannon","Shannon","Ireland","SNN","EINN","Europe/Dublin"
"Sligo","Sligo","Ireland","SXL","EISG","Europe/Dublin"
"Waterford","Waterford","Ireland","WAT","EIWF","Europe/Dublin"
"Aarhus","Aarhus","Denmark","AAR","EKAH","Europe/Copenhagen"
"Billund","Billund","Denmark","BLL","EKBI","Europe/Copenhagen"
"Kastrup","Copenhagen","Denmark","CPH","EKCH","Europe/Copenhagen"
"Esbjerg","Esbjerg","Denmark","EBJ","EKEB","Europe/Copenhagen"
"Gronholt Hillerod","Gronholt","Denmark",NA,"EKGH","Europe/Copenhagen"
"Karup","Karup","Denmark","KRP","EKKA","Europe/Copenhagen"
"Laeso","Laeso","Denmark",NA,"EKLS","Europe/Copenhagen"
"Lolland Falster Maribo","Maribo","Denmark",NA,"EKMB","Europe/Copenhagen"
"Odense","Odense","Denmark","ODE","EKOD","Europe/Copenhagen"
"Krusa Padborg","Krusa-padborg","Denmark",NA,"EKPB","Europe/Copenhagen"
"Roskilde","Copenhagen","Denmark","RKE","EKRK","Europe/Copenhagen"
"Bornholm Ronne","Ronne","Denmark","RNN","EKRN","Europe/Copenhagen"
"Sonderborg","Soenderborg","Denmark","SGD","EKSB","Europe/Copenhagen"
"Skrydstrup","Skrydstrup","Denmark","SKS","EKSP","Europe/Copenhagen"
"Skive","Skive","Denmark",NA,"EKSV","Europe/Copenhagen"
"Thisted","Thisted","Denmark","TED","EKTS","Europe/Copenhagen"
"Kolding Vamdrup","Kolding","Denmark",NA,"EKVD","Europe/Copenhagen"
"Vagar","Vagar","Faroe Islands","FAE","EKVG","Atlantic/Faeroe"
"Aars","Vesthimmerland","Denmark",NA,"EKVH","Europe/Copenhagen"
"Stauning","Stauning","Denmark","STA","EKVJ","Europe/Copenhagen"
"Aalborg","Aalborg","Denmark","AAL","EKYT","Europe/Copenhagen"
"Luxembourg","Luxemburg","Luxembourg","LUX","ELLX","Europe/Luxembourg"
"Vigra","Alesund","Norway","AES","ENAL","Europe/Oslo"
"Andenes","Andoya","Norway","ANX","ENAN","Europe/Oslo"
"Alta","Alta","Norway","ALF","ENAT","Europe/Oslo"
"Bomoen","Voss","Norway",NA,"ENBM","Europe/Oslo"
"Bronnoy","Bronnoysund","Norway","BNN","ENBN","Europe/Oslo"
"Bodo","Bodo","Norway","BOO","ENBO","Europe/Oslo"
"Flesland","Bergen","Norway","BGO","ENBR","Europe/Oslo"
"Batsfjord","Batsfjord","Norway","BJF","ENBS","Europe/Oslo"
"Kjevik","Kristiansand","Norway","KRS","ENCN","Europe/Oslo"
"Dagali","Geilo","Norway",NA,"ENDI","Europe/Oslo"
"Bardufoss","Bardufoss","Norway","BDU","ENDU","Europe/Oslo"
"Evenes","Harstad/Narvik","Norway","EVE","ENEV","Europe/Oslo"
"Leirin","Fagernes","Norway","VDB","ENFG","Europe/Oslo"
"Floro","Floro","Norway","FRO","ENFL","Europe/Oslo"
"Gardermoen","Oslo","Norway","OSL","ENGM","Europe/Oslo"
"Karmoy","Haugesund","Norway","HAU","ENHD","Europe/Oslo"
"Hasvik","Hasvik","Norway","HAA","ENHK","Europe/Oslo"
"Kvernberget","Kristiansund","Norway","KSU","ENKB","Europe/Oslo"
"Kjeller","Kjeller","Norway",NA,"ENKJ","Europe/Oslo"
"Hoybuktmoen","Kirkenes","Norway","KKN","ENKR","Europe/Oslo"
"Lista","Farsund","Norway","FAN","ENLI","Europe/Oslo"
"Aro","Molde","Norway","MOL","ENML","Europe/Oslo"
"Kjaerstad","Mosjoen","Norway","MJF","ENMS","Europe/Oslo"
"Banak","Lakselv","Norway","LKL","ENNA","Europe/Oslo"
"Notodden","Notodden","Norway","NTB","ENNO","Europe/Oslo"
"Orland","Orland","Norway","OLA","ENOL","Europe/Oslo"
"Roros","Roros","Norway","RRS","ENRO","Europe/Oslo"
"Moss","Rygge","Norway","RYG","ENRY","Europe/Oslo"
"Longyear","Svalbard","Norway","LYR","ENSB","Arctic/Longyearbyen"
"Geiteryggen","Skien","Norway","SKE","ENSN","Europe/Oslo"
"Sorstokken","Stord","Norway","SRP","ENSO","Europe/Oslo"
"Stokka","Sandnessjoen","Norway","SSJ","ENST","Europe/Oslo"
"Langnes","Tromso","Norway","TOS","ENTC","Europe/Oslo"
"Torp","Sandefjord","Norway","TRF","ENTO","Europe/Oslo"
"Vaernes","Trondheim","Norway","TRD","ENVA","Europe/Oslo"
"Sola","Stavanger","Norway","SVG","ENZV","Europe/Oslo"
"Babice","Warsaw","Poland",NA,"EPBC","Europe/Warsaw"
"Lech Walesa","Gdansk","Poland","GDN","EPGD","Europe/Warsaw"
"Balice","Krakow","Poland","KRK","EPKK","Europe/Warsaw"
"Muchowiec","Katowice","Poland",NA,"EPKM","Europe/Warsaw"
"Pyrzowice","Katowice","Poland","KTW","EPKT","Europe/Warsaw"
"Mielec","Mielec","Poland",NA,"EPML","Europe/Warsaw"
"Lawica","Poznan","Poland","POZ","EPPO","Europe/Warsaw"
"Jasionka","Rzeszow","Poland","RZE","EPRZ","Europe/Warsaw"
"Goleniow","Szczecin","Poland","SZZ","EPSC","Europe/Warsaw"
"Redzikowo","Slupsk","Poland","OSP","EPSK","Europe/Warsaw"
"Swidwin","Shapaja","Poland",NA,"EPSN","Europe/Warsaw"
"Okecie","Warsaw","Poland","WAW","EPWA","Europe/Warsaw"
"Strachowice","Wroclaw","Poland","WRO","EPWR","Europe/Warsaw"
"Babimost","Zielona Gora","Poland","IEG","EPZG","Europe/Warsaw"
"Malmen","Linkoeping","Sweden",NA,"ESCF","Europe/Stockholm"
"Bravalla","Norrkoeping","Sweden",NA,"ESCK","Europe/Stockholm"
"Uppsala","Uppsala","Sweden",NA,"ESCM","Europe/Stockholm"
"Ronneby","Ronneby","Sweden","RNB","ESDF","Europe/Stockholm"
"Rada","Rada","Sweden",NA,"ESFR","Europe/Stockholm"
"Landvetter","Gothenborg","Sweden","GOT","ESGG","Europe/Stockholm"
"Jonkoping","Joenkoeping","Sweden","JKG","ESGJ","Europe/Stockholm"
"Falkoping","Falkoping","Sweden",NA,"ESGK","Europe/Stockholm"
"Lidkoping","Lidkoping","Sweden","LDK","ESGL","Europe/Stockholm"
"Save","Gothenborg","Sweden","GSE","ESGP","Europe/Stockholm"
"Skovde","Skovde","Sweden","KVB","ESGR","Europe/Stockholm"
"Trollhattan Vanersborg","Trollhattan","Sweden","THN","ESGT","Europe/Stockholm"
"Karlsborg","Karlsborg","Sweden",NA,"ESIA","Europe/Stockholm"
"Satenas","Satenas","Sweden",NA,"ESIB","Europe/Stockholm"
"Barkarby","Stockholm","Sweden",NA,"ESKB","Europe/Stockholm"
"Karlskoga","Karlskoga","Sweden","KSK","ESKK","Europe/Stockholm"
"Mora","Mora","Sweden","MXX","ESKM","Europe/Stockholm"
"Skavsta","Stockholm","Sweden","NYO","ESKN","Europe/Stockholm"
