"airport_name","city","country","IATA","ICAO","region"
"Aklavik","Aklavik","Canada","LAK","CYKD","America/Edmonton"
"Deline","Deline","Canada","YWJ","CYWJ","America/Edmonton"
"Tulita","Tulita","Canada","ZFN","CZFN","America/Edmonton"
"Fort Good Hope","Fort Good Hope","Canada","YGH","CYGH","America/Edmonton"
"Tanna island","Tanna","Vanuatu","TAH",NA,"Pacific/Efate"
"Paulatuk","Paulatuk","Canada","YPC","CYPC","America/Edmonton"
"Nicholson Peninsula","Nicholson Peninsula","Canada",NA,"YUCX","America/Edmonton"
"Santa Cruz","Santa Cruz","Bolivia","SRZ",NA,"America/La_Paz"
"Kulusuk","Kulusuk","Greenland","KUS",NA,"America/Godthab"
"Juancho E. Yrausquin","Saba","Netherlands Antilles","SAB","TNCS","America/Curacao"
"Eagle Co Rgnl","Vail","United States","EGE","KEGE","America/Denver"
"Skagen","Stokmarknes","Norway","SKN","ENSK","Europe/Oslo"
"Cuyahoga County","Richmond Heights","United States","CGF","KCGF","America/New_York"
"Mansfield Lahm Regional","Mansfield","United States","MFD","KMFD","America/New_York"
"Columbus Metropolitan Airport","Columbus","United States","CSG","KCSG","America/New_York"
"Lawton-Fort Sill Regional Airport","Lawton","United States","LAW","KLAW","America/Chicago"
"Fort Collins Loveland Muni","Fort Collins","United States","FNL","KFNL","America/Denver"
"Flagstaff Pulliam Airport","Flagstaff","United States","FLG","KFLG","America/Phoenix"
"Lake Tahoe Airport","South Lake Tahoe","United States","TVL","KTVL","America/Los_Angeles"
"Magic Valley Regional Airport","Twin Falls","United States","TWF","KTWF","America/Denver"
"Monaco","Monaco","Monaco","MCM",NA,"Europe/Monaco"
"Martha\\'s Vineyard","Vineyard Haven MA","United States","MVY","KMVY","America/New_York"
"Newport State","Newport RI","United States","UUU",NA,"America/New_York"
"Hartness State","Springfield VT","United States","VSF",NA,"America/New_York"
"Concord Municipal","Concord NH","United States","CON",NA,"America/New_York"
"Sanford Regional","Sanford ME","United States","SFM",NA,"America/New_York"
"Groton New London","Groton CT","United States","GON","KGON","America/New_York"
"Saint Cloud Regional Airport","Saint Cloud","United States","STC","KSTC","America/Chicago"
"Bagan","Bagan","Burma","BPE",NA,"Asia/Rangoon"
"Golden Triangle Regional Airport","Columbus Mississippi","United States","GTR","KGTR","America/Chicago"
"Nizhny Novgorod","Nizhniy Novgorod","Russia","GOJ","UWGG","Europe/Moscow"
"Bowerman Field","Hoquiam","United States","HQM",NA,"America/Los_Angeles"
"Erie Intl Tom Ridge Fld","Erie","United States","ERI","KERI","America/New_York"
"Barnstable Muni Boardman Polando Fld","Barnstable","United States","HYA","KHYA","America/New_York"
"San Pedro","San Pedro","Belize","SPR","MZ10","America/Belize"
"Sedona","Sedona","United States","SDX","KSEZ","America/Phoenix"
"Morgantown Muni Walter L Bill Hart Fld","Morgantown","United States","MGW","KMGW","America/New_York"
"Yeager","Charleston","United States","CRW","KCRW","America/New_York"
"Wilkes Barre Scranton Intl","Scranton","United States","AVP","KAVP","America/New_York"
"Bemidji Regional Airport","Bemidji","United States","BJI","KBJI","America/Chicago"
"Heydar Aliyev","Baku","Azerbaijan","BAK",NA,"Asia/Baku"
"Thangool","Biloela","Australia","THG","YTNG","Australia/Brisbane"
"Fagali\\'i","Apia","Samoa","FGI","NSFI","Pacific/Apia"
"Ballina Byron Gateway","Ballina Byron Bay","Australia","BNK","YBNA","Australia/Sydney"
"Hector International Airport","Fargo","United States","FAR","KFAR","America/Chicago"
"Downtown","Kansas City","United States","MKC","KMKC","America/Chicago"
"Phoenix-Mesa Gateway","Mesa","United States","AZA","KIWA","America/Phoenix"
"Ratanakiri","Ratanakiri","Cambodia","RBE",NA,"Asia/Phnom_Penh"
"Gillette-Campbell County Airport","Gillette","United States","GCC","KGCC","America/Denver"
"Tomsk Bogashevo Airport","Tomsk","Russia","TOF","UNTT","Asia/Omsk"
"El Toro","Santa Ana","United States","NZJ","KNZJ","America/Los_Angeles"
"Phetchabun","Phetchabun","Thailand","PHY","VTPB","Asia/Bangkok"
"Chumphon","Chumphon","Thailand","CJM","VTSE","Asia/Bangkok"
"Jiuzhaigou Huanglong","Jiuzhaigou","China","JZH","ZUJZ","Asia/Chongqing"
"Wai Sha Airport","Shantou","China","SWA","ZGOW","Asia/Chongqing"
"Les Ailerons","Enghien-moisselles","France",NA,"LFFE","\N"
"Cheddi Jagan Intl","Georgetown","Guyana","GEO","SYCJ","America/Guyana"
"Ciudad del Este","Ciudad del Este","Paraguay","AGT","SGES","America/Asuncion"
"Ogle","Georgetown","Guyana","OGL","SYGO","America/Guyana"
"Kaieteur","Kaieteur","Guyana","KAI","SYKA","America/Guyana"
"Dunhuang Airport","Dunhuang","China","DNH","ZLDH","Asia/Chongqing"
"Falconara","Ancona","Italy","AOI","LIPY","Europe/Rome"
"Samjiyon","Samjiyon","South Korea",NA,"ZZ04","Asia/Chongqing"
"Iosco County","East Tawas","United States","ECA","K6D9","America/New_York"
"Copiapo","Copiapo","Chile","CPO","SCHA","America/Santiago"
"Taba Intl","Taba","Egypt","TCP","HETB","Africa/Cairo"
"Edward Bodden Airfield","Little Cayman","Cayman Islands","LYB","MWCL","America/Cayman"
"Bodrum - Milas","Bodrum","Turkey","BJV","LTFE","Europe/Istanbul"
"7 Novembre","Tabarka","Tunisia","TBJ","DTKA","Africa/Tunis"
"Sabiha Gokcen","Istanbul","Turkey","SAW","LTFJ","Europe/Istanbul"
"University Park Airport","State College Pennsylvania","United States","SCE","KUNV","America/New_York"
"Broome","Broome","Australia","BME","YPBR","Australia/Perth"
"Newcastle Airport","Newcastle","Australia","NTL","YWLM","Australia/Sydney"
"Bakki Airport","Bakki","Iceland",NA,"BIBA","Atlantic/Reykjavik"
"Woerthersee International Airport","Klagenfurt","Austria","KLU","LOWK","Europe/Vienna"
"General Manuel Carlos Piar","Ciudad Guayana","Venezuela","CGU",NA,"America/Caracas"
"Hammerfest Airport","Hammerfest","Norway","HFT","ENHF","Europe/Oslo"
"Valan","Honningsvag","Norway","HVG","ENHV","Europe/Oslo"
"Mehamn","Mehamn","Norway","MEH","ENMR","Europe/Oslo"
"Airport","Vadso","Norway","VDS","ENVD","Europe/Oslo"
"Riem","Munich","Germany",NA,"MUCX","Europe/Berlin"
"Imam Khomeini","Tehran","Iran","IKA","OIIE","Asia/Tehran"
"Mashhad","Mashhad","Iran","MHD","OIMM","Asia/Tehran"
"Egelsbach","Egelsbach","Germany","QEF",NA,"Europe/Berlin"
"Ust-Ilimsk","Ust Ilimsk","Russia","UIK","UIBS","Asia/Irkutsk"
"Mudanjiang","Mudanjiang","China","MDG",NA,"Asia/Chongqing"
"Key Field","Meridian","United States","MEI","KMEI","America/Chicago"
"Abraham Lincoln Capital","Springfield","United States","SPI","KSPI","America/Chicago"
"Uzundzhovo","Haskovo","Bulgaria","HKV","LB14","Europe/Sofia"
"Cortez Muni","Cortez","United States","CEZ","KCEZ","America/Denver"
"Yampa Valley","Hayden","United States","HDN","KHDN","America/Denver"
"Gallup Muni","Gallup","United States","GUP","KGUP","America/Denver"
"Liberal Muni","Liberal","United States","LBL","KLBL","America/Chicago"
"Lamar Muni","Lamar","United States","LAA","KLAA","America/Denver"
"Renner Fld","Goodland","United States","GLD","KGLD","America/Denver"
"Yellowstone Rgnl","Cody","United States","COD","KCOD","America/Denver"
"Hovden","Orsta-Volda","Norway","HOV","ENOV","Europe/Oslo"
"RNAS WATTON","WATTON","United Kingdom",NA,"EGYR","Europe/London"
"ISLES OF SCILLY","ST MARY\\'S","United Kingdom","ISC",NA,"Europe/London"
"Springfield Branson Natl","Springfield","United States","SGF","KSGF","America/Chicago"
"Framnes","Narvik","Norway","NVK","ENNK","Europe/Oslo"
"Berlevag","Berlevag","Norway","BVG","ENBV","Europe/Oslo"
"Fornebu","Oslo","Norway","FBU","ENFB","Europe/Oslo"
"Alykel","Norilsk","Russia","NSK","UOOO","Asia/Krasnoyarsk"
"Vityazevo","Anapa","Russia","AAQ","URKA","Europe/Moscow"
"Joplin Rgnl","Joplin","United States","JLN","KJLN","America/Chicago"
"Lehigh Valley Intl","Allentown","United States","ABE","KABE","America/New_York"
"NW Arkansas Regional","Bentonville","United States","XNA","KXNA","America/Chicago"
"Atyrau","Atyrau","Kazakhstan","GUW","UATG","Asia/Oral"
"Kzyl-Orda","Kzyl-Orda","Kazakhstan","KZO","UAOO","Asia/Qyzylorda"
"South Bend Rgnl","South Bend","United States","SBN","KSBN","America/New_York"
"Bykovo","Moscow","Russia","BKA","UUBB","Europe/Moscow"
"Chintheche","Chintheche","Malawi",NA,"FWCC","Africa/Blantyre"
"Talagi","Arkhangelsk","Russia","ARH","ULAA","Europe/Moscow"
"Central","Saratov","Russia","RTW","UWSS","Europe/Moscow"
"Novyi Urengoy","Novy Urengoy","Russia","NUX","USMU","Asia/Yekaterinburg"
"Noyabrsk","Noyabrsk","Russia","NOJ","USRO","Asia/Yekaterinburg"
"Washington Union Station","Washington","United States","ZWU",NA,"America/New_York"
"Aktau","Aktau","Kazakhstan","SCO","UATE","Asia/Oral"
"Ukhta","Ukhta","Russia","UCT",NA,"Europe/Moscow"
"Usinsk","Usinsk","Russia","USK",NA,"Europe/Moscow"
"Pechora","Pechora","Russia","PEX",NA,"Europe/Moscow"
"Naryan-Mar","Naryan-Mar","Russia","NNM","ULAM","Europe/Moscow"
"Kresty","Pskov","Russia","PKV","ULOO","Europe/Moscow"
"Kogalym International","Kogalym","Russia","KGP","USRK","Asia/Yekaterinburg"
"Emelyanovo","Krasnoyarsk","Russia","KJA","UNKL","Asia/Krasnoyarsk"
"Sary-Arka","Karaganda","Kazakhstan","KGF","UAKK","Asia/Qyzylorda"
"Severny","Novosibirsk","Russia",NA,"UNCC","Asia/Omsk"
"Uraj","Uraj","Russia","URJ","USHU","Asia/Yekaterinburg"
"Turkmenabat","Turkmenabat","Turkmenistan","CRZ",NA,"Asia/Ashgabat"
"Yuzhny","Ivanovo","Russia","IWA","UUBI","Europe/Moscow"
"Changchun","Changchun","China","CGQ","ZYCC","Asia/Chongqing"
"Niigata","Niigata","Japan","KIJ","RJSN","Asia/Tokyo"
"Johnston Atoll","Johnston Island","Johnston Atoll","JON","PJON","Pacific/Johnston"
"Smith Fld","Fort Wayne IN","United States","SMD","KSMD","America/New_York"
"Arcata","Arcata CA","United States","ACV","KACV","America/Los_Angeles"
"Camp Mabry Austin City","Austin TX","United States","ATT","KATT","America/Chicago"
"Albert J Ellis","Jacksonville NC","United States","OAJ","KOAJ","America/New_York"
"Tuscaloosa Rgnl","Tuscaloosa AL","United States","TCL","KTCL","America/Chicago"
"Dubuque Rgnl","Dubuque IA","United States","DBQ","KDBQ","America/Chicago"
"Forde Bringeland","Forde","Norway","FDE",NA,"Europe/Oslo"
"Shun Tak Heliport","Hong Kong","Hong Kong",NA,"VHST","Asia/Hong_Kong"
"Poliarny Airport","Yakutia","Russia","PYJ","UERP","Asia/Yakutsk"
"Nakhchivan Airport","Nakhchivan","Azerbaijan","NAJ","UBBN","Asia/Baku"
"Ganja Airport","Ganja","Azerbaijan","KVD","UBBG","Asia/Baku"
"Ust Kamenogorsk Airport","Ust Kamenogorsk","Kazakhstan","UKK","UASK","Asia/Qyzylorda"
"Petropavlosk South Airport","Petropavlosk","Kazakhstan","PPK","UACP","Asia/Qyzylorda"
"Les Bases Airport","Grand Bourg","Guadeloupe","GBJ","TFFM","America/Guadeloupe"
"St-François Airport","St-François","Guadeloupe","SFC","TFFC","America/Guadeloupe"
"Codrington Airport","Codrington","Antigua and Barbuda","BBQ","TAPH","America/Antigua"
"Ji-Paraná Airport","Ji-Paraná","Brazil","JPR","SWJI","America/Boa_Vista"
"Escuela Mariscal Sucre Airport","Maracay","Venezuela","MYC","SVBS","America/Caracas"
"Maria Reiche Neuman Airport","Nazca","Peru","NZA","SPZA","America/Lima"
"Mayor General FAP Armando Revoredo Iglesias Airport","Cajamarca","Peru","CJA","SPJR","America/Lima"
"Gatokae Airport","Gatokae","Solomon Islands","GTA","","Pacific/Guadalcanal"
"Boorama Airport","Boorama","Somalia","BXX","","Africa/Mogadishu"
"Mucuri Airport","Mucuri","Brazil","MVS","SNMU","America/Fortaleza"
"Zorg en Hoop Airport","Paramaribo","Suriname","ORG","SMZO","America/Paramaribo"
"Reyes Airport","Reyes","Bolivia","REY","SLRY","America/La_Paz"
"Puerto Rico Airport","Puerto Rico/Manuripi","Bolivia","PUR","SLPR","America/La_Paz"
"El Alcaraván Airport","Yopal","Colombia","EYP","SKYP","America/Bogota"
"General Rivadeneira Airport","Esmeraldas","Ecuador","ESM","SETN","America/Guayaquil"
"Pucón Airport","Pucon","Chile","ZPC","SCPC","America/Santiago"
"Toledo Airport","Toledo","Brazil","TOW","SBTD","America/Sao_Paulo"
"Santa Maria Airport","Santa Maria","Brazil","RIA","SBSM","America/Sao_Paulo"
"Chapada Diamantina Airport","Lençóis","Brazil","LEC","SBLE","America/Fortaleza"
"Goulburn Airport","Goulburn","Australia","GUL","YGLB","Australia/Sydney"
"Orlando Bezerra de Menezes Airport","Juazeiro Do Norte","Brazil","JDO","SBJU","America/Fortaleza"
"Santa Teresita Airport","Santa Teresita","Argentina","SST","SAZL","America/Cordoba"
"Gobernador Gregores Airport","Gobernador Gregores","Argentina","GGS","SAWR","America/Cordoba"
"Antoine De St Exupery Airport","San Antonio Oeste","Argentina","OES","SAVN","America/Cordoba"
"Las Heras Airport","Las Heras","Argentina","LHS","SAVH","America/Cordoba"
"General Enrique Mosconi Airport","Tartagal","Argentina","TTG","SAST","America/Cordoba"
"Masbate Airport","Masbate","Philippines","MBT","RPVJ","Asia/Manila"
"Catarman National Airport","Catarman","Philippines","CRM","RPVF","Asia/Manila"
"Jolo Airport","Jolo","Philippines","JOL","RPMJ","Asia/Manila"
"Camiguin Airport","Camiguin","Philippines","CGM","RPMH","Asia/Manila"
"Cuyo Airport","Cuyo","Philippines","CYU","RPLO","Asia/Manila"
"Cheongju International Airport","Chongju","South Korea","CJJ","RKTU","Asia/Seoul"
"Sacheon Air Base","Sacheon","South Korea","HIN","RKPS","Asia/Seoul"
"Wonju Airport","Wonju","South Korea","WJU","RKNW","Asia/Seoul"
"Mokpo Airport","Mokpo","South Korea","MPK","RKJM","Asia/Seoul"
"Kunsan Air Base","Kunsan","South Korea","KUV","RKJK","Asia/Seoul"
"Miyakejima Airport","Miyakejima","Japan","MYE","RJTQ","Asia/Tokyo"
"Shonai Airport","Shonai","Japan","SYO","RJSY","Asia/Tokyo"
"Odate Noshiro Airport","Odate Noshiro","Japan","ONJ","RJSR","Asia/Tokyo"
"Fukushima Airport","Fukushima","Japan","FKS","RJSF","Asia/Tokyo"
"Iwami Airport","Iwami","Japan","IWJ","RJOW","Asia/Tokyo"
"Nagoya Airport","Nagoya","Japan","NKM","RJNA","Asia/Tokyo"
"Saga Airport","Saga","Japan","HSG","RJFS","Asia/Tokyo"
"Okadama Airport","Sapporo","Japan","OKD","RJCO","Asia/Tokyo"
"Kushiro Airport","Kushiro","Japan","KUH","RJCK","Asia/Tokyo"
"Matsu Beigan Airport","Matsu Islands","Taiwan","MFK","RCMT","Asia/Taipei"
"Hengchun Airport","Hengchun","Taiwan","HCN","RCKW","Asia/Taipei"
"Matsu Nangan Airport","Matsu Islands","Taiwan","LZN","RCFG","Asia/Taipei"
"Eniwetok Airport","Eniwetok Atoll","Marshall Islands","ENT","PKMA","Pacific/Majuro"
"Kalaupapa Airport","Molokai","United States","LUP","PHLU","Pacific/Honolulu"
"El Nido Airport","El Nido","Philippines","ENI","","Asia/Manila"
"Wipim Airport","Wipim","Papua New Guinea","WPM","","Pacific/Port_Moresby"
"Baimuru Airport","Baimuru","Papua New Guinea","VMU","","Pacific/Port_Moresby"
"Nuku Airport","Nuku","Papua New Guinea","UKU","","Pacific/Port_Moresby"
"Tufi Airport","Tufi","Papua New Guinea","TFI","","Pacific/Port_Moresby"
"Suki Airport","Suki","Papua New Guinea","SKC","","Pacific/Port_Moresby"
"Balimo Airport","Balimo","Papua New Guinea","OPU","","Pacific/Port_Moresby"
"Obo Airport","Obo","Papua New Guinea","OBX","","Pacific/Port_Moresby"
"Losuia Airport","Losuia","Papua New Guinea","LSA","","Pacific/Port_Moresby"
"Londolovit Airport","Londolovit","Papua New Guinea","LNV","","Pacific/Port_Moresby"
"Lake Murray Airport","Lake Murray","Papua New Guinea","LMY","","Pacific/Port_Moresby"
"Kamusi Airport","Kamusi","Papua New Guinea","KUY","","Pacific/Port_Moresby"
"Kokoda Airport","Kokoda","Papua New Guinea","KKD","","Pacific/Port_Moresby"
"Kandrian Airport","Kandrian","Papua New Guinea","KDR","","Pacific/Port_Moresby"
"Jacquinot Bay Airport","Jacquinot Bay","Papua New Guinea","JAQ","","Pacific/Port_Moresby"
"Nissan Island Airport","Nissan Island","Papua New Guinea","IIS","","Pacific/Port_Moresby"
"Ihu Airport","Ihu","Papua New Guinea","IHU","","Pacific/Port_Moresby"
"Gasmata Island Airport","Gasmata Island","Papua New Guinea","GMI","","Pacific/Port_Moresby"
"Tadji Airport","Aitape","Papua New Guinea","ATP","","Pacific/Port_Moresby"
"Wrangell Airport","Wrangell","United States","WRG","PAWG","America/Anchorage"
"Chevak Airport","Chevak","United States","VAK","PAVA","America/Anchorage"
"Aniak Airport","Aniak","United States","ANI","PANI","America/Anchorage"
"Mountain Village Airport","Mountain Village","United States","MOU","PAMO","America/Anchorage"
"McGrath Airport","Mcgrath","United States","MCG","PAMC","America/Anchorage"
"Kalskag Airport","Kalskag","United States","KLG","PALG","America/Anchorage"
"Haines Airport","Haines","United States","HNS","PAHN","America/Anchorage"
"Holy Cross Airport","Holy Cross","United States","HCR","PAHC","America/Anchorage"
"Skagway Airport","Skagway","United States","SGY","PAGY","America/Anchorage"
"Gustavus Airport","Gustavus","United States","GST","PAGS","America/Anchorage"
"Adak Airport","Adak Island","United States","ADK","PADK","America/Anchorage"
"Sambu Airport","Boca de Sábalo","Panama","SAX","","America/Panama"
"Contadora Airport","Contadora Island","Panama","OTD","","America/Panama"
"EL Real Airport","El Real","Panama","ELE","","America/Panama"
"Bahia Piña Airport","Bahia Piña","Panama","BFQ","","America/Panama"
"Sayun International Airport","Sayun Intl","Yemen","GXF","OYSY","Asia/Aden"
"Kamishly Airport","Kamishly","Syria","KAC","OSKL","Asia/Damascus"
"Sulaymaniyah International Airport","Sulaymaniyah","Iraq","ISU","ORSU","Asia/Baghdad"
"Turbat International Airport","Turbat","Pakistan","TUK","OPTU","Asia/Karachi"
"Sehwan Sharif Airport","Sehwan Sharif","Pakistan","SYW","OPSN","Asia/Karachi"
"Skardu Airport","Skardu","Pakistan","KDU","OPSD","Asia/Karachi"
"Parachinar Airport","Parachinar","Pakistan","PAJ","OPPC","Asia/Karachi"
"Ormara Airport","Ormara Raik","Pakistan","ORW","OPOR","Asia/Karachi"
"Khuzdar Airport","Khuzdar","Pakistan","KDD","OPKH","Asia/Karachi"
"Hyderabad Airport","Hyderabad","Pakistan","HDD","OPKD","Asia/Karachi"
"Jiwani Airport","Jiwani","Pakistan","JIW","OPJI","Asia/Karachi"
"Dera Ismael Khan Airport","Dera Ismael Khan","Pakistan","DSK","OPDI","Asia/Karachi"
"Dera Ghazi Khan Airport","Dera Ghazi Khan","Pakistan","DEA","OPDG","Asia/Karachi"
"Dalbandin Airport","Dalbandin","Pakistan","DBA","OPDB","Asia/Karachi"
"Chitral Airport","Chitral","Pakistan","CJL","OPCH","Asia/Karachi"
"Bahawalpur Airport","Bahawalpur","Pakistan","BHV","OPBW","Asia/Karachi"
"Bannu Airport","Bannu","Pakistan","BNP","OPBN","Asia/Karachi"
"Al Ain International Airport","Al Ain","United Arab Emirates","AAN","OMAL","Asia/Dubai"
"Uromiyeh Airport","Uromiyeh","Iran","OMH","OITR","Asia/Tehran"
"Ardabil Airport","Ardabil","Iran","ADU","OITL","Asia/Tehran"
"Lar Airport","Lar","Iran","LRR","OISL","Asia/Tehran"
"Sari Dasht E Naz Airport","Dasht-e-naz","Iran","SRY","OINZ","Asia/Tehran"
"Noshahr Airport","Noshahr","Iran","NSH","OINN","Asia/Tehran"
"Sabzevar National Airport","Sabzevar","Iran","AFZ","OIMS","Asia/Tehran"
"Bojnourd Airport","Bojnourd","Iran","BJB","OIMN","Asia/Tehran"
"Rafsanjan Airport","Rafsanjan","Iran","RJN","OIKR","Asia/Tehran"
"Bam Airport","Bam","Iran","BXR","OIKM","Asia/Tehran"
"Khoram Abad Airport","Khorram Abad","Iran","KHD","OICK","Asia/Tehran"
"Wadi Al Dawasir Airport","Wadi-al-dawasir","Saudi Arabia","EWD","OEWD","Asia/Riyadh"
"Al-Jawf Domestic Airport","Al-Jawf","Saudi Arabia","AJF","OESK","Asia/Riyadh"
"Dawadmi Domestic Airport","Dawadmi","Saudi Arabia","DWD","OEDW","Asia/Riyadh"
"Saul Airport","Saul","French Guiana","XAU","SOOS","America/Cayenne"
"Faizabad Airport","Faizabad","Afghanistan","FBD","OAFZ","Asia/Kabul"
"Île des Pins Airport","Île des Pins","New Caledonia","ILP","NWWE","Pacific/Noumea"
"Belep Islands Airport","Waala","New Caledonia","BMY","NWWC","Pacific/Noumea"
"Tiga Airport","Tiga","New Caledonia","TGJ","NWWA","Pacific/Noumea"
"Ipota Airport","Ipota","Vanuatu","IPA","NVVI","Pacific/Efate"
"Futuna Airport","Futuna Island","Vanuatu","FTA","NVVF","Pacific/Efate"
"Dillon's Bay Airport","Dillon's Bay","Vanuatu","DLY","NVVD","Pacific/Efate"
"Aniwa Airport","Aniwa","Vanuatu","AWD","NVVB","Pacific/Efate"
"Anelghowhat Airport","Anelghowhat","Vanuatu","AUY","NVVA","Pacific/Efate"
"North West Santo Airport","Olpoi","Vanuatu","OLZ","NVSZ","Pacific/Efate"
"Southwest Bay Airport","Malekula Island","Vanuatu","SWJ","NVSX","Pacific/Efate"
"Valesdir Airport","Valesdir","Vanuatu","VLS","NVSV","Pacific/Efate"
"Uléi Airport","Ambryn Island","Vanuatu","ULB","NVSU","Pacific/Efate"
"Tongoa Island Airport","Tongoa Island","Vanuatu","TGH","NVST","Pacific/Efate"
"Santo Pekoa International Airport","Santo","Vanuatu","SON","NVSS","Pacific/Efate"
"Redcliffe Airport","Redcliffe","Vanuatu","RCL","NVSR","Pacific/Efate"
"Gaua Island Airport","Gaua Island","Vanuatu","ZGU","NVSQ","Pacific/Efate"
"Norsup Airport","Norsup","Vanuatu","NUS","NVSP","Pacific/Efate"
"Lonorore Airport","Lonorore","Vanuatu","LNE","NVSO","Pacific/Efate"
"Naone Airport","Maewo Island","Vanuatu","MWF","NVSN","Pacific/Efate"
"Lamen Bay Airport","Lamen Bay","Vanuatu","LNB","NVSM","Pacific/Efate"
"Lamap Airport","Lamap","Vanuatu","LPM","NVSL","Pacific/Efate"
"Tavie Airport","Paama Island","Vanuatu","PBJ","NVSI","Pacific/Efate"
"Sara Airport","Pentecost Island","Vanuatu","SSR","NVSH","Pacific/Efate"
"Longana Airport","Longana","Vanuatu","LOD","NVSG","Pacific/Efate"
"Craig Cove Airport","Craig Cove","Vanuatu","CCV","NVSF","Pacific/Efate"
"Sangafa Airport","Sangafa","Vanuatu","EAE","NVSE","Pacific/Efate"
"Torres Airstrip","Loh/Linua","Vanuatu","TOH","NVSD","Pacific/Efate"
"Sola Airport","Sola","Vanuatu","SLH","NVSC","Pacific/Efate"
"Mota Lava Airport","Ablow","Vanuatu","MTV","NVSA","Pacific/Efate"
"Ua Huka Airport","Ua Huka","French Polynesia","UAH","NTMU","Pacific/Marquesas"
"Ua Pou Airport","Ua Pou","French Polynesia","UAP","NTMP","Pacific/Marquesas"
"Hiva Oa-Atuona Airport","Hiva-oa","French Polynesia","AUQ","NTMN","Pacific/Marquesas"
"Ahe Airport","Ahe","French Polynesia","AHE","NTHE","Pacific/Tahiti"
"Apataki Airport","Apataki","French Polynesia","APK","NTGD","Pacific/Tahiti"
"Maota Airport","Savaii Island","Samoa","MXS","NSMA","Pacific/Apia"
"Mountain Airport","Mountain","Nepal","MWP","","Asia/Katmandu"
"Pointe Vele Airport","Futuna Island","Wallis and Futuna","FUT","NLWF","Pacific/Wallis"
"Niue International Airport","Alofi","Niue","IUE","NIUE","Pacific/Niue"
"Vanua Balavu Airport","Vanua Balavu","Fiji","VBV","NFVB","Pacific/Fiji"
"Kuini Lavenia Airport","Niuatoputapu","Tonga","NTT","NFTP","Pacific/Tongatapu"
"Mata'aho Airport","Angaha, Niuafo'ou Island","Tonga","NFO","NFTO","Pacific/Tongatapu"
"Lifuka Island Airport","Lifuka","Tonga","HPA","NFTL","Pacific/Tongatapu"
"Kaufana Airport","Eua Island","Tonga","EUA","NFTE","Pacific/Tongatapu"
"Savusavu Airport","Savusavu","Fiji","SVU","NFNS","Pacific/Fiji"
"Rotuma Airport","Rotuma","Fiji","RTA","NFNR","Pacific/Fiji"
"Koro Island Airport","Koro Island","Fiji","KXF","NFNO","Pacific/Fiji"
"Matei Airport","Matei","Fiji","TVU","NFNM","Pacific/Fiji"
"Labasa Airport","Lambasa","Fiji","LBS","NFNL","Pacific/Fiji"
"Lakeba Island Airport","Lakeba Island","Fiji","LKB","NFNK","Pacific/Fiji"
"Ngau Airport","Ngau","Fiji","NGI","NFNG","Pacific/Fiji"
"Moala Airport","Moala","Fiji","MFJ","NFMO","Pacific/Fiji"
"Mana Island Airport","Mana Island","Fiji","MNF","NFMA","Pacific/Fiji"
"Vunisea Airport","Vunisea","Fiji","KDV","NFKD","Pacific/Fiji"
"Malolo Lailai Island Airport","Malolo Lailai Island","Fiji","PTF","NFFO","Pacific/Fiji"
"Cicia Airport","Cicia","Fiji","ICI","NFCI","Pacific/Fiji"
"Penrhyn Island Airport","Penrhyn Island","Cook Islands","PYE","NCPY","Pacific/Rarotonga"
"Mitiaro Island Airport","Mitiaro Island","Cook Islands","MOI","NCMR","Pacific/Rarotonga"
"Mauke Airport","Mauke Island","Cook Islands","MUK","NCMK","Pacific/Rarotonga"
"Manihiki Island Airport","Manihiki Island","Cook Islands","MHX","NCMH","Pacific/Rarotonga"
"Mangaia Island Airport","Mangaia Island","Cook Islands","MGS","NCMG","Pacific/Rarotonga"
"Atiu Island Airport","Atiu Island","Cook Islands","AIU","NCAT","Pacific/Rarotonga"
"Nassau Paradise Island Airport","Nassau","Bahamas","PID","MYPI","America/Nassau"
"Colonel Hill Airport","Colonel Hill","Bahamas","CRI","MYCI","America/Nassau"
"New Bight Airport","Cat Island","Bahamas","CAT","MYCB","America/Nassau"
"Arthurs Town Airport","Arthur's Town","Bahamas","ATC","MYCA","America/Nassau"
"Congo Town Airport","Andros","Bahamas","COX","MYAK","America/Nassau"
"Long Banga Airport","Long Banga","Malaysia","LBP","","Asia/Kuala_Lumpur"
"Salina Cruz Naval Air Station","Salina Cruz","Mexico","SCX","MM57","America/Mexico_City"
"Alberto Delgado Airport","Trinidad","Cuba","TND","MUTD","America/Havana"
"Cayo Coco Airport","Cayo Coco","Cuba","CCC","MUOC","America/Havana"
"Port-de-Paix Airport","Port-de-Paix","Haiti","PAX","MTPX","America/Port-au-Prince"
"Jeremie Airport","Jeremie","Haiti","JEE","MTJE","America/Port-au-Prince"
"Playa Samara Airport","Playa Samara","Costa Rica","PLD","MRSR","America/Costa_Rica"
"Tobias Bolanos International Airport","San Jose","Costa Rica","SYQ","MRPV","America/Costa_Rica"
"Puerto Jimenez Airport","Puerto Jimenez","Costa Rica","PJM","MRPJ","America/Costa_Rica"
"Islita Airport","Nandayure","Costa Rica","PBP","MRIA","America/Costa_Rica"
"Cabo Velas Airport","Nicoya","Costa Rica","TNO","MRCV","America/Costa_Rica"
"Barra del Colorado Airport","Pococi","Costa Rica","BCL","MRBC","America/Costa_Rica"
